20260224-150336-2417 39229 * main            (benchmark.cc:403): Starting benchmark.
20260224-150336-7957 39229 * main            (benchmark.cc:622): Creating a default paritioner!
20260224-150336-7960 39229 * Client          (client.cc:75):     Initializing StrongStore client with id [1]
20260224-150336-7963 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150336-7963 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336492032
20260224-150336-7963 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336492032
20260224-150336-7963 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336492032
20260224-150336-7968 39229 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 1 1
20260224-150336-7968 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150336-7968 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336492032
20260224-150336-7968 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336492032
20260224-150336-7969 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336492032
20260224-150336-7969 39229 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 1 1
20260224-150336-7969 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150336-7969 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336492032
20260224-150336-7969 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336492032
20260224-150336-7969 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336492032
20260224-150336-7970 39229 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 1 1
20260224-150336-7970 39229 * BenchmarkClient (bench_client.cc:81): starting benchclient, issueConcurrent: 1; fanout: 1
Session created: 0
last_service: , current_state: 0
Session continued: 0
last_service: , current_state: 0
Session destroyed: 18446744073709551615
last_service: , current_state: 0
20260224-150336-8151 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150336-8151 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489344
20260224-150336-8151 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489344
20260224-150336-8151 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489344
20260224-150337-8033 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150337-8033 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150337-8034 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150337-8034 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150338-2065 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150338-2066 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150338-2066 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150338-2066 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150338-6099 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150338-6099 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150338-6100 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150338-6100 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150339-0132 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150339-0133 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150339-0134 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150339-0134 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150339-4167 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150339-4168 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150339-4168 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150339-4168 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150339-8200 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150339-8201 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150339-8201 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150339-8201 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150340-2234 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150340-2234 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150340-2234 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150340-2235 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150340-6266 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150340-6267 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150340-6267 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150340-6268 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150340-8151 39229 * WarmupDone      (bench_client.cc:723): Completed warmup period of 4 seconds with 8 requests
20260224-150341-0302 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150341-0303 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150341-0303 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150341-0304 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150341-4336 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150341-4342 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150341-4342 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150341-4343 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150341-8375 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150341-8376 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150341-8376 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150341-8377 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150342-2408 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150342-2409 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150342-2409 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150342-2409 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150342-6442 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150342-6443 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150342-6443 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150342-6444 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150343-0480 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150343-0481 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150343-0481 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150343-0482 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150343-4514 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150343-4515 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150343-4515 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150343-4515 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150343-8548 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150343-8548 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150343-8549 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150343-8549 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150344-2583 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150344-2584 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150344-2584 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150344-2584 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150344-6617 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150344-6617 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150344-6617 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
20260224-150344-6618 39229 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 1336489424
20260224-150345-0651 39229 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150345-0651 39229 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 1336489424
20260224-150345-0652 39229 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 1336489424
