20260301-191901-7947 05139 * main            (server.cc:213):    Starting server.
20260301-191901-7952 05139 * main            (server.cc:331):    Creating a default paritioner!
20260301-191912-7923 05139 * main            (server.cc:490):    Done loading server.
20260301-191917-7926 05139 * StartViewChange (replica.cc:350):   [2] Starting view change for view 1
20260301-192002-6250 05139 PANIC ReceiveMessage  (replica.cc:644):   [2] Received unexpected message type in iocl_ct proto: 3
20260301-192002-6253 05139 ! _Panic          (message.cc:173):   /users/akalaba/IOCL/bin/server(+0xff126) [0x55d750e59126]
20260301-192002-6253 05139 ! _Panic          (message.cc:173):   /users/akalaba/IOCL/bin/server(+0x165efe) [0x55d750ebfefe]
20260301-192002-6254 05139 ! _Panic          (message.cc:173):   /users/akalaba/IOCL/bin/server(+0x103a11) [0x55d750e5da11]
20260301-192002-6254 05139 ! _Panic          (message.cc:173):   /usr/lib/x86_64-linux-gnu/libevent-2.1.so.6(+0x18e32) [0x7fb2973f2e32]
20260301-192002-6254 05139 ! _Panic          (message.cc:173):   /usr/lib/x86_64-linux-gnu/libevent-2.1.so.6(+0x1e8f8) [0x7fb2973f88f8]
20260301-192002-6255 05139 ! _Panic          (message.cc:173):   /usr/lib/x86_64-linux-gnu/libevent-2.1.so.6(event_base_loop+0x53f) [0x7fb2973f933f]
20260301-192002-6255 05139 ! _Panic          (message.cc:173):   /users/akalaba/IOCL/bin/server(+0x1024c9) [0x55d750e5c4c9]
20260301-192002-6255 05139 ! _Panic          (message.cc:173):   /users/akalaba/IOCL/bin/server(+0x1bedb) [0x55d750d75edb]
20260301-192002-6256 05139 ! _Panic          (message.cc:173):   /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7) [0x7fb2964c8bf7]
20260301-192002-6256 05139 ! _Panic          (message.cc:173):   /users/akalaba/IOCL/bin/server(+0x19f9a) [0x55d750d73f9a]
