20260224-150858-4482 02054 * main            (benchmark.cc:403): Starting benchmark.
20260224-150859-0549 02054 * main            (benchmark.cc:622): Creating a default paritioner!
20260224-150859-0551 02054 * Client          (client.cc:75):     Initializing StrongStore client with id [0]
20260224-150859-0553 02054 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150859-0554 02054 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1787116272
20260224-150859-0554 02054 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1787116272
20260224-150859-0554 02054 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1787116272
20260224-150859-0557 02054 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260224-150859-0558 02054 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150859-0558 02054 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1787116272
20260224-150859-0558 02054 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1787116272
20260224-150859-0558 02054 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1787116272
20260224-150859-0559 02054 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260224-150859-0559 02054 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150859-0559 02054 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1787116272
20260224-150859-0559 02054 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1787116272
20260224-150859-0559 02054 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1787116272
20260224-150859-0559 02054 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260224-150859-0560 02054 * BenchmarkClient (bench_client.cc:81): starting benchclient, issueConcurrent: 0; fanout: 1
Session created: 0
last_service: , current_state: 0
Session continued: 0
last_service: , current_state: 0
Session destroyed: 18446744073709551615
last_service: , current_state: 0
20260224-150859-0739 02054 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150859-0739 02054 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1787118960
20260224-150859-0739 02054 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1787118960
20260224-150859-0739 02054 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1787118960
20260224-150859-8541 02054 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-150859-8542 02054 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1787118880
20260224-150859-8542 02054 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1787118880
