20260224-151350-9472 04587 * main            (benchmark.cc:403): Starting benchmark.
20260224-151351-5481 04587 * main            (benchmark.cc:622): Creating a default paritioner!
20260224-151351-5484 04587 * Client          (client.cc:75):     Initializing StrongStore client with id [0]
20260224-151351-5487 04587 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5488 04587 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1936084352
20260224-151351-5488 04587 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1936084352
20260224-151351-5488 04587 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1936084352
20260224-151351-5493 04587 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260224-151351-5493 04587 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5493 04587 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1936084352
20260224-151351-5493 04587 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1936084352
20260224-151351-5493 04587 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1936084352
20260224-151351-5494 04587 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260224-151351-5494 04587 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5494 04587 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1936084352
20260224-151351-5494 04587 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1936084352
20260224-151351-5494 04587 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1936084352
20260224-151351-5495 04587 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260224-151351-5495 04587 * BenchmarkClient (bench_client.cc:81): starting benchclient, issueConcurrent: 1; fanout: 1
Session created: 0
last_service: , current_state: 0
Session continued: 0
last_service: , current_state: 0
Session destroyed: 18446744073709551615
last_service: , current_state: 0
20260224-151351-5678 04587 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5678 04587 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1936087040
20260224-151351-5678 04587 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1936087040
20260224-151351-5678 04587 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1936087040
20260224-151351-9532 04587 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-9532 04587 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1936086960
20260224-151351-9533 04587 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1936086960
20260224-151351-9533 04587 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1936086960
20260224-151352-1548 04587 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151352-1548 04587 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1936086960
20260224-151352-1549 04587 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1936086960
20260224-151352-1549 04587 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1936086960
20260224-151352-9623 04587 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151352-9624 04587 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1936086960
