20260224-151350-9482 04590 * main            (benchmark.cc:403): Starting benchmark.
20260224-151351-5499 04590 * main            (benchmark.cc:622): Creating a default paritioner!
20260224-151351-5501 04590 * Client          (client.cc:75):     Initializing StrongStore client with id [2]
20260224-151351-5503 04590 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5504 04590 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 987165072
20260224-151351-5504 04590 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 987165072
20260224-151351-5504 04590 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 987165072
20260224-151351-5508 04590 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 2 1
20260224-151351-5508 04590 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5508 04590 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 987165072
20260224-151351-5508 04590 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 987165072
20260224-151351-5508 04590 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 987165072
20260224-151351-5509 04590 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 2 1
20260224-151351-5509 04590 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5509 04590 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 987165072
20260224-151351-5509 04590 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 987165072
20260224-151351-5509 04590 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 987165072
20260224-151351-5510 04590 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 2 1
20260224-151351-5510 04590 * BenchmarkClient (bench_client.cc:81): starting benchclient, issueConcurrent: 1; fanout: 1
Session created: 0
last_service: , current_state: 0
Session continued: 0
last_service: , current_state: 0
Session destroyed: 18446744073709551615
last_service: , current_state: 0
20260224-151351-5693 04590 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5693 04590 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 987162384
20260224-151351-5693 04590 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 987162384
20260224-151351-5693 04590 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 987162384
20260224-151351-9534 04590 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-9535 04590 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 987162464
20260224-151351-9535 04590 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 987162464
