20260224-151350-9487 04594 * main            (benchmark.cc:403): Starting benchmark.
20260224-151351-5547 04594 * main            (benchmark.cc:622): Creating a default paritioner!
20260224-151351-5549 04594 * Client          (client.cc:75):     Initializing StrongStore client with id [4]
20260224-151351-5552 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5552 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168497248
20260224-151351-5552 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168497248
20260224-151351-5552 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168497248
20260224-151351-5556 04594 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 4 1
20260224-151351-5556 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5556 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168497248
20260224-151351-5556 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168497248
20260224-151351-5556 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168497248
20260224-151351-5557 04594 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 4 1
20260224-151351-5557 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5557 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168497248
20260224-151351-5557 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168497248
20260224-151351-5557 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168497248
20260224-151351-5558 04594 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 4 1
20260224-151351-5558 04594 * BenchmarkClient (bench_client.cc:81): starting benchclient, issueConcurrent: 1; fanout: 1
Session created: 0
last_service: , current_state: 0
Session continued: 0
last_service: , current_state: 0
Session destroyed: 18446744073709551615
last_service: , current_state: 0
20260224-151351-5751 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5751 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494560
20260224-151351-5751 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494560
20260224-151351-5751 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494560
20260224-151351-9572 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-9573 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151351-9573 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151351-9573 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151352-1585 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151352-1585 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151352-1585 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151352-1586 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151352-9623 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151352-9624 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151352-9624 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151352-9624 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151353-3710 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151353-3710 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151353-3711 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151353-3711 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151353-7797 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151353-7798 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151353-7798 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151353-7799 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151354-1883 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151354-1884 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151354-1884 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151354-1885 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151354-5972 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151354-5972 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151354-5973 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151354-5973 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151355-0059 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151355-0059 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151355-0060 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151355-0060 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151355-4144 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151355-4145 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151355-4145 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151355-4145 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151355-5751 04594 * WarmupDone      (bench_client.cc:723): Completed warmup period of 4 seconds with 9 requests
20260224-151355-8231 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151355-8232 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151355-8232 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151355-8233 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151356-2321 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151356-2322 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151356-2322 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151356-2322 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151356-4354 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151356-4355 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151356-4355 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151356-4356 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151356-6387 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151356-6387 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151356-6388 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151356-6388 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151356-8420 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151356-8420 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151356-8421 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151356-8421 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151357-0452 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151357-0452 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151357-0453 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151357-0453 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151357-4539 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151357-4539 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151357-4539 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151357-4540 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151357-8623 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151357-8624 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151357-8624 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151357-8624 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151358-2710 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151358-2710 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151358-2711 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151358-2711 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151358-4743 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151358-4744 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151358-4744 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151358-4744 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151358-6775 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151358-6775 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151358-6776 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151358-6776 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151358-8807 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151358-8807 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151358-8808 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151358-8808 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151359-0839 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151359-0839 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151359-0839 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151359-0840 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
20260224-151359-4925 04594 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151359-4926 04594 * SendMessageToReplica (transportcommon.h:97): key is 0, value is 168494640
20260224-151359-4927 04594 * SendMessageToReplica (transportcommon.h:97): key is 1, value is 168494640
20260224-151359-4927 04594 * SendMessageToReplica (transportcommon.h:97): key is 2, value is 168494640
