20260224-151350-9487 04595 * main            (benchmark.cc:403): Starting benchmark.
20260224-151351-5522 04595 * main            (benchmark.cc:622): Creating a default paritioner!
20260224-151351-5524 04595 * Client          (client.cc:75):     Initializing StrongStore client with id [5]
20260224-151351-5527 04595 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5527 04595 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -381111440
20260224-151351-5527 04595 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -381111440
20260224-151351-5527 04595 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -381111440
20260224-151351-5531 04595 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 5 1
20260224-151351-5531 04595 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5531 04595 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -381111440
20260224-151351-5531 04595 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -381111440
20260224-151351-5531 04595 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -381111440
20260224-151351-5532 04595 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 5 1
20260224-151351-5532 04595 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5532 04595 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -381111440
20260224-151351-5532 04595 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -381111440
20260224-151351-5532 04595 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -381111440
20260224-151351-5533 04595 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 5 1
20260224-151351-5533 04595 * BenchmarkClient (bench_client.cc:81): starting benchclient, issueConcurrent: 1; fanout: 1
Session created: 0
last_service: , current_state: 0
Session continued: 0
last_service: , current_state: 0
Session destroyed: 18446744073709551615
last_service: , current_state: 0
20260224-151351-5715 04595 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-5715 04595 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -381114128
20260224-151351-5715 04595 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -381114128
20260224-151351-5715 04595 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -381114128
20260224-151351-9549 04595 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260224-151351-9549 04595 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -381114048
20260224-151351-9550 04595 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -381114048
20260224-151351-9550 04595 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -381114048
