20260308-231100-4886 31152 * main            (benchmark.cc:404): Starting benchmark.
20260308-231101-0857 31152 * main            (benchmark.cc:623): Creating a default paritioner!
20260308-231101-0860 31152 * Client          (client.cc:75):     Initializing StrongStore client with id [0]
20260308-231101-0865 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0865 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0865 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
20260308-231101-0865 31152 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1172103776
20260308-231101-0870 31152 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260308-231101-0870 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0870 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0870 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
20260308-231101-0870 31152 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1172103776
20260308-231101-0871 31152 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260308-231101-0871 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0871 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0871 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
20260308-231101-0871 31152 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1172103776
20260308-231101-0872 31152 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260308-231101-0873 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0873 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0874 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
20260308-231101-0874 31152 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1172103776
20260308-231101-0874 31152 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260308-231101-0874 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0874 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0875 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
20260308-231101-0875 31152 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1172103776
20260308-231101-0875 31152 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260308-231101-0875 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0875 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0876 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
20260308-231101-0876 31152 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1172103776
20260308-231101-0876 31152 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260308-231101-0877 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0877 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0878 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
20260308-231101-0878 31152 * SendMessageToReplica (transportcommon.h:97): key is 2, value is -1172103776
20260308-231101-0878 31152 * ShardClient     (shardclient.cc:58): success in sending register client: for client id 0 1
20260308-231101-0878 31152 * SendMessageToReplica (transportcommon.h:94): sending message to replica, len of replicaaddr is 3
20260308-231101-0878 31152 * SendMessageToReplica (transportcommon.h:97): key is 0, value is -1172103776
20260308-231101-0879 31152 * SendMessageToReplica (transportcommon.h:97): key is 1, value is -1172103776
